data_inversa,horario,br,km,municipio,uf,tipo_acidente,causa_acidente,condicao_metereologica,data,hora
2025-02-26,06:40:00,277,484,NOVA LARANJEIRAS,PR,Colisão frontal,Transitar na contramão,Céu Claro,2025-02-26,6
2025-02-26,07:10:00,153,58,SAO JOSE DO RIO PRETO,SP,Colisão traseira,Ausência de reação do condutor,Céu Claro,2025-02-26,7
2025-02-26,06:00:00,242,401,SEABRA,BA,Tombamento,Reação tardia ou ineficiente do condutor,Céu Claro,2025-02-26,6
2025-02-26,06:35:00,116,196,RIO DE JANEIRO,RJ,Colisão lateral mesmo sentido,Ingestão de álcool pelo condutor,Céu Claro,2025-02-26,6
2025-02-26,03:00:00,116,921,ENCRUZILHADA,BA,Incêndio,Demais falhas mecânicas ou elétricas,Nublado,2025-02-26,3
2025-02-26,07:30:00,101,62,RECIFE,PE,Engavetamento,Condutor deixou de manter distância do veículo da frente,Céu Claro,2025-02-26,7
2025-02-26,07:55:00,101,163,TIJUCAS,SC,Colisão transversal,Desrespeitar a preferência no cruzamento,Céu Claro,2025-02-26,7
2025-02-26,08:30:00,116,135,SAO JOSE DOS CAMPOS,SP,Colisão traseira,Reação tardia ou ineficiente do condutor,Céu Claro,2025-02-26,8
2025-02-26,07:50:00,407,102,JAGUARARI,BA,Colisão transversal,Acessar a via sem observar a presença dos outros veículos,Céu Claro,2025-02-26,7
2025-02-26,09:50:00,153,85,PORANGATU,GO,Colisão transversal,Reação tardia ou ineficiente do condutor,Nublado,2025-02-26,9
2025-02-26,07:50:00,277,213,FERNANDES PINHEIRO,PR,Colisão com objeto,Ausência de reação do condutor,Céu Claro,2025-02-26,7
2025-02-26,08:35:00,290,"351,9",SAO SEPE,RS,Colisão transversal,Acumulo de areia ou detritos sobre o pavimento,Sol,2025-02-26,8
2025-02-26,09:00:00,277,65,SAO JOSE DOS PINHAIS,PR,Colisão traseira,Acessar a via sem observar a presença dos outros veículos,Céu Claro,2025-02-26,9
2025-02-26,10:00:00,287,401,SANTIAGO,RS,Colisão transversal,Acessar a via sem observar a presença dos outros veículos,Sol,2025-02-26,10
2025-02-26,08:50:00,40,481,SETE LAGOAS,MG,Saída de leito carroçável,Demais falhas mecânicas ou elétricas,Céu Claro,2025-02-26,8
2025-02-25,03:39:00,116,282,EMBU DAS ARTES,SP,Colisão traseira,Reação tardia ou ineficiente do condutor,Nublado,2025-02-25,3
2025-02-26,11:20:00,280,32,ARAQUARI,SC,Engavetamento,Condutor deixou de manter distância do veículo da frente,Sol,2025-02-26,11
2025-02-26,10:10:00,135,80,ITAPECURU MIRIM,MA,Saída de leito carroçável,Ausência de reação do condutor,Céu Claro,2025-02-26,10
2025-02-26,11:00:00,277,"241,7",IRATI,PR,Colisão frontal,Transitar na contramão,Céu Claro,2025-02-26,11
2025-02-26,10:30:00,153,"17,1",JACAREZINHO,PR,Colisão traseira,Reação tardia ou ineficiente do condutor,Céu Claro,2025-02-26,10
2025-02-04,12:55:00,40,474,SETE LAGOAS,MG,Saída de leito carroçável,Ausência de reação do condutor,Céu Claro,2025-02-04,12
2025-02-26,13:10:00,373,182,PONTA GROSSA,PR,Colisão lateral mesmo sentido,Manobra de mudança de faixa,Céu Claro,2025-02-26,13
2025-02-26,13:25:00,101,37,JOINVILLE,SC,Colisão lateral mesmo sentido,Acessar a via sem observar a presença dos outros veículos,Céu Claro,2025-02-26,13
2025-02-26,12:40:00,470,"128,2",LONTRAS,SC,Colisão frontal,Transitar na contramão,Sol,2025-02-26,12
2025-02-26,14:00:00,470,58,BLUMENAU,SC,Colisão frontal,Transitar na contramão,Céu Claro,2025-02-26,14
2025-02-26,14:00:00,101,"101,6",BALNEARIO PICARRAS,SC,Colisão traseira,Reação tardia ou ineficiente do condutor,Sol,2025-02-26,14
2025-02-26,10:00:00,101,286,ITABORAI,RJ,Colisão lateral mesmo sentido,Avarias e/ou desgaste excessivo no pneu,Céu Claro,2025-02-26,10
2025-02-26,11:15:00,381,418,CAETE,MG,Colisão traseira,Velocidade Incompatível,Céu Claro,2025-02-26,11
2025-02-26,05:30:00,158,447,RIBEIRAO CASCALHEIRA,MT,Saída de leito carroçável,Pista esburacada,Chuva,2025-02-26,5
2025-02-26,15:35:00,153,640,ALIANCA DO TOCANTINS,TO,Colisão traseira,Ausência de reação do condutor,Céu Claro,2025-02-26,15
2025-02-26,14:46:00,116,"479,7",RAFAEL JAMBEIRO,BA,Saída de leito carroçável,Ausência de reação do condutor,Céu Claro,2025-02-26,14
2025-02-26,15:38:00,280,"49,5",GUARAMIRIM,SC,Colisão traseira,Acessar a via sem observar a presença dos outros veículos,Céu Claro,2025-02-26,15
2025-02-26,11:30:00,470,"3,5",BARRACAO,RS,Colisão com objeto,Velocidade Incompatível,Céu Claro,2025-02-26,11
2025-01-14,04:00:00,230,459,MANICORE,AM,Tombamento,Pista Escorregadia,Ignorado,2025-01-14,4
2025-02-26,16:20:00,452,16,RIO VERDE,GO,Colisão traseira,Condutor deixou de manter distância do veículo da frente,Nublado,2025-02-26,16
2025-02-26,16:45:00,285,"341,3",CARAZINHO,RS,Colisão transversal,Acessar a via sem observar a presença dos outros veículos,Nublado,2025-02-26,16
2025-02-26,15:00:00,163,228,RONDONOPOLIS,MT,Colisão lateral mesmo sentido,Ingestão de álcool pelo condutor,Céu Claro,2025-02-26,15
2025-02-26,16:35:00,280,"82,5",CORUPA,SC,Colisão transversal,Ausência de reação do condutor,Céu Claro,2025-02-26,16
2025-02-26,15:45:00,407,428,GEMINIANO,PI,Tombamento,Curva acentuada,Sol,2025-02-26,15
2025-02-26,18:19:00,40,"566,1",NOVA LIMA,MG,Colisão lateral mesmo sentido,Reação tardia ou ineficiente do condutor,Céu Claro,2025-02-26,18
2025-02-26,19:06:00,40,"611,4",CONGONHAS,MG,Atropelamento de Pedestre,Acessar a via sem observar a presença dos outros veículos,Céu Claro,2025-02-26,19
2025-02-26,19:00:00,101,144,ITAPEMA,SC,Colisão lateral mesmo sentido,Transitar no Acostamento,Nublado,2025-02-26,19
2025-02-26,16:15:00,174,226,RORAINOPOLIS,RR,Incêndio,Demais falhas mecânicas ou elétricas,Céu Claro,2025-02-26,16
2025-02-26,20:30:00,470,185,POUSO REDONDO,SC,Tombamento,Velocidade Incompatível,Céu Claro,2025-02-26,20
2025-02-26,20:50:00,277,148,BALSA NOVA,PR,Colisão transversal,Desrespeitar a preferência no cruzamento,Nublado,2025-02-26,20
2025-02-26,21:45:00,153,"305,4",RIALMA,GO,Colisão frontal,Reação tardia ou ineficiente do condutor,Chuva,2025-02-26,21
2025-02-26,20:50:00,381,702,LAVRAS,MG,Tombamento,Ausência de reação do condutor,Céu Claro,2025-02-26,20
2025-02-26,20:20:00,116,"130,9",CACAPAVA,SP,Colisão traseira,Ausência de reação do condutor,Céu Claro,2025-02-26,20
2025-02-26,23:10:00,116,222,SEROPEDICA,RJ,Colisão traseira,Reação tardia ou ineficiente do condutor,Céu Claro,2025-02-26,23
2025-02-27,01:30:00,381,455,BELO HORIZONTE,MG,Colisão frontal,Condutor Dormindo,Céu Claro,2025-02-27,1
2025-02-27,00:40:00,101,"162,6",AGUA PRETA,PE,Saída de leito carroçável,Condutor Dormindo,Nublado,2025-02-27,0
2025-02-27,01:15:00,153,20,CENTRALINA,MG,Colisão traseira,Condutor Dormindo,Céu Claro,2025-02-27,1
2025-02-27,03:30:00,116,"24,2",ITAIOPOLIS,SC,Colisão traseira,Ingestão de álcool pelo condutor,Céu Claro,2025-02-27,3
2025-02-27,05:15:00,101,153,ESTANCIA,SE,Colisão traseira,Sinalização mal posicionada,Céu Claro,2025-02-27,5
2025-02-26,16:05:00,60,"203,3",GUAPO,GO,Colisão transversal,Avarias e/ou desgaste excessivo no pneu,Chuva,2025-02-26,16
2025-02-27,02:00:00,222,"264,5",COREAU,CE,Colisão traseira,Ingestão de álcool pelo condutor,Nublado,2025-02-27,2
2025-02-27,04:30:00,277,"460,9",LARANJEIRAS DO SUL,PR,Saída de leito carroçável,Velocidade Incompatível,Céu Claro,2025-02-27,4
2025-02-26,17:00:00,116,514,ITATIM,BA,Tombamento,Ingestão de álcool pelo condutor,Nublado,2025-02-26,17
2025-02-27,07:11:00,280,56,GUARAMIRIM,SC,Queda de ocupante de veículo,Manobra de mudança de faixa,Céu Claro,2025-02-27,7
2025-02-26,18:30:00,158,"93,4",PALMEIRA DAS MISSOES,RS,Incêndio,Demais falhas mecânicas ou elétricas,Garoa/Chuvisco,2025-02-26,18
2025-02-27,04:15:00,343,622,FLORIANO,PI,Saída de leito carroçável,Reação tardia ou ineficiente do condutor,Céu Claro,2025-02-27,4
2025-02-27,05:15:00,316,3,TERESINA,PI,Colisão traseira,Velocidade Incompatível,Céu Claro,2025-02-27,5
2025-02-27,01:56:00,101,1,UBATUBA,SP,Colisão lateral sentido oposto,Estacionar ou parar em local proibido,Céu Claro,2025-02-27,1
2025-02-27,07:00:00,116,278,BARRA MANSA,RJ,Colisão traseira,Velocidade Incompatível,Céu Claro,2025-02-27,7
2025-02-27,07:39:00,343,"588,8",FLORIANO,PI,Colisão lateral mesmo sentido,Condutor deixou de manter distância do veículo da frente,Céu Claro,2025-02-27,7
2025-02-27,07:45:00,116,145,CAXIAS DO SUL,RS,Colisão traseira,Ausência de reação do condutor,Céu Claro,2025-02-27,7
2025-02-27,06:30:00,163,671,ITAITUBA,PA,Colisão frontal,Ultrapassagem Indevida,Céu Claro,2025-02-27,6
2025-02-27,08:40:00,101,"69,9",RECIFE,PE,Colisão lateral mesmo sentido,Manobra de mudança de faixa,Sol,2025-02-27,8
2025-02-27,04:30:00,116,103,GUAPIMIRIM,RJ,Colisão traseira,Ausência de reação do condutor,Céu Claro,2025-02-27,4
2025-02-27,08:03:00,226,302,BARRA DO CORDA,MA,Colisão transversal,Acessar a via sem observar a presença dos outros veículos,Nublado,2025-02-27,8
2025-02-27,08:12:00,304,38,MOSSORO,RN,Eventos atípicos,Condutor deixou de manter distância do veículo da frente,Céu Claro,2025-02-27,8
2025-02-27,08:40:00,282,338,CAMPOS NOVOS,SC,Colisão lateral sentido oposto,Condutor Dormindo,Céu Claro,2025-02-27,8
2025-02-27,09:42:00,163,1102,GUARANTA DO NORTE,MT,Tombamento,Reação tardia ou ineficiente do condutor,Céu Claro,2025-02-27,9
2025-02-27,11:00:00,101,"223,6",IBIRACU,ES,Tombamento,Reação tardia ou ineficiente do condutor,Céu Claro,2025-02-27,11
2025-02-27,10:00:00,163,769,SORRISO,MT,Engavetamento,Sinalização mal posicionada,Chuva,2025-02-27,10
2025-02-27,11:10:00,116,"7,2",QUELUZ,SP,Colisão traseira,Reação tardia ou ineficiente do condutor,Céu Claro,2025-02-27,11
2025-02-27,10:08:00,50,112,UBERABA,MG,Saída de leito carroçável,Reação tardia ou ineficiente do condutor,Céu Claro,2025-02-27,10
2025-02-27,08:30:00,423,124,PARANATAMA,PE,Colisão frontal,Ausência de sinalização,Garoa/Chuvisco,2025-02-27,8
2025-02-27,11:30:00,101,12,CAMPOS DOS GOYTACAZES,RJ,Colisão transversal,Retorno proibido,Céu Claro,2025-02-27,11
2025-02-27,12:00:00,470,"5,9",NAVEGANTES,SC,Colisão traseira,Reação tardia ou ineficiente do condutor,Sol,2025-02-27,12
2025-02-27,11:05:00,116,325,ITATIAIA,RJ,Engavetamento,Ausência de reação do condutor,Céu Claro,2025-02-27,11
2025-01-11,23:00:00,407,"474,5",JAICOS,PI,Colisão com objeto,Reação tardia ou ineficiente do condutor,Nublado,2025-01-11,23
2025-02-27,08:30:00,262,"644,6",IBIA,MG,Colisão traseira,Condutor deixou de manter distância do veículo da frente,Céu Claro,2025-02-27,8
2025-02-24,15:30:00,116,"156,6",SAO JOSE DOS CAMPOS,SP,Colisão traseira,Ausência de reação do condutor,Céu Claro,2025-02-24,15
2025-02-27,13:50:00,226,"4,7",NATAL,RN,Queda de ocupante de veículo,Conversão proibida,Nublado,2025-02-27,13
2025-02-27,12:30:00,116,545,BARRA DO TURVO,SP,Tombamento,Reação tardia ou ineficiente do condutor,Céu Claro,2025-02-27,12
2025-02-27,12:37:00,101,47,FLEXEIRAS,AL,Colisão lateral mesmo sentido,Manobra de mudança de faixa,Nublado,2025-02-27,12
2025-02-27,09:30:00,163,891,CLAUDIA,MT,Incêndio,Demais falhas mecânicas ou elétricas,Céu Claro,2025-02-27,9
2025-02-27,14:00:00,101,269,SANTO ANTONIO DE JESUS,BA,Derramamento de carga,Carga excessiva e/ou mal acondicionada,Chuva,2025-02-27,14
2025-02-27,15:11:00,50,"175,8",UBERABA,MG,Colisão com objeto,Ausência de reação do condutor,Céu Claro,2025-02-27,15
2025-02-27,09:40:00,242,450,SEABRA,BA,Colisão lateral sentido oposto,Ultrapassagem Indevida,Nublado,2025-02-27,9
2025-02-27,16:35:00,40,"588,5",ITABIRITO,MG,Colisão lateral mesmo sentido,Reação tardia ou ineficiente do condutor,Céu Claro,2025-02-27,16
2025-02-27,17:00:00,277,43,MORRETES,PR,Incêndio,Demais falhas mecânicas ou elétricas,Céu Claro,2025-02-27,17
2025-02-27,17:40:00,277,"725,9",FOZ DO IGUACU,PR,Colisão lateral mesmo sentido,Manobra de mudança de faixa,Sol,2025-02-27,17
2025-02-27,17:35:00,381,"864,7",POUSO ALEGRE,MG,Colisão com objeto,Carga excessiva e/ou mal acondicionada,Céu Claro,2025-02-27,17
2025-02-27,16:45:00,282,446,PONTE SERRADA,SC,Colisão frontal,Frear bruscamente,Chuva,2025-02-27,16
2025-02-27,17:10:00,376,"490,9",PONTA GROSSA,PR,Engavetamento,Condutor deixou de manter distância do veículo da frente,Sol,2025-02-27,17
2025-02-27,17:30:00,282,"26,7",SANTO AMARO DA IMPERATRIZ,SC,Colisão transversal,Acessar a via sem observar a presença dos outros veículos,Nublado,2025-02-27,17
2025-02-27,17:00:00,463,55,PONTA PORA,MS,Saída de leito carroçável,Mal súbito do condutor,Céu Claro,2025-02-27,17
2025-02-09,06:00:00,232,"531,6",TERRA NOVA,PE,Incêndio,Demais falhas mecânicas ou elétricas,Céu Claro,2025-02-09,6
2025-02-27,15:05:00,365,"737,1",ITUIUTABA,MG,Colisão lateral sentido oposto,Velocidade Incompatível,Chuva,2025-02-27,15
2025-02-27,18:00:00,280,41,ARAQUARI,SC,Tombamento,Demais falhas mecânicas ou elétricas,Céu Claro,2025-02-27,18
2025-02-27,19:30:00,116,224,DOIS IRMAOS,RS,Colisão transversal,Desrespeitar a preferência no cruzamento,Nublado,2025-02-27,19
2025-02-27,20:00:00,452,19,RIO VERDE,GO,Saída de leito carroçável,Reação tardia ou ineficiente do condutor,Céu Claro,2025-02-27,20
2025-02-27,17:20:00,163,"665,9",ITAITUBA,PA,Colisão traseira,Reação tardia ou ineficiente do condutor,Céu Claro,2025-02-27,17
2025-02-27,20:15:00,101,"108,3",CAMPOS DOS GOYTACAZES,RJ,Colisão traseira,Condutor deixou de manter distância do veículo da frente,Céu Claro,2025-02-27,20
2025-02-27,19:12:00,316,43,ARARIPINA,PE,Colisão frontal,Transitar na contramão,Nublado,2025-02-27,19
2025-02-27,20:57:00,116,"751,6",POCOES,BA,Colisão transversal,Manobra de mudança de faixa,Nublado,2025-02-27,20
2025-02-27,17:50:00,163,"159,8",LINDOESTE,PR,Tombamento,Velocidade Incompatível,Céu Claro,2025-02-27,17
2025-02-27,20:30:00,116,269,BARRA MANSA,RJ,Colisão traseira,Condutor deixou de manter distância do veículo da frente,Céu Claro,2025-02-27,20
2025-02-27,22:54:00,163,456,CAMPO GRANDE,MS,Colisão transversal,Acessar a via sem observar a presença dos outros veículos,Céu Claro,2025-02-27,22
2025-02-28,03:22:00,101,83,JABOATAO DOS GUARARAPES,PE,Saída de leito carroçável,Ausência de reação do condutor,Céu Claro,2025-02-28,3
2025-02-28,05:30:00,316,"499,6",CODO,MA,Incêndio,Demais falhas mecânicas ou elétricas,Nublado,2025-02-28,5
2025-02-28,06:15:00,116,201,QUEIMADOS,RJ,Colisão traseira,Ausência de reação do condutor,Sol,2025-02-28,6
2025-02-28,06:10:00,20,231,GUARANI DE GOIAS,GO,Incêndio,Demais falhas mecânicas ou elétricas,Céu Claro,2025-02-28,6
2025-01-17,15:30:00,116,32,SAPUCAIA,RJ,Colisão transversal,Condutor deixou de manter distância do veículo da frente,Céu Claro,2025-01-17,15
2025-02-28,05:30:00,101,158,PORTO BELO,SC,Colisão lateral mesmo sentido,Condutor Dormindo,Céu Claro,2025-02-28,5
2025-02-28,06:30:00,101,"283,9",CARIACICA,ES,Engavetamento,Ingestão de álcool pelo condutor,Sol,2025-02-28,6
2025-02-28,07:00:00,381,365,SAO GONCALO DO RIO ABAIXO,MG,Tombamento,Velocidade Incompatível,Céu Claro,2025-02-28,7
2025-02-28,07:20:00,470,217,BENTO GONCALVES,RS,Colisão lateral mesmo sentido,Manobra de mudança de faixa,Céu Claro,2025-02-28,7
2025-02-25,23:20:00,116,"383,5",MATHIAS LOBATO,MG,Colisão lateral sentido oposto,Transitar na contramão,Céu Claro,2025-02-25,23
2025-02-28,04:20:00,116,"95,5",SAO MARCOS,RS,Colisão com objeto,Reação tardia ou ineficiente do condutor,Ignorado,2025-02-28,4
2025-02-28,07:45:00,376,"488,4",PONTA GROSSA,PR,Colisão traseira,Reação tardia ou ineficiente do condutor,Céu Claro,2025-02-28,7
2025-02-28,09:30:00,277,608,SANTA TEREZA DO OESTE,PR,Colisão lateral sentido oposto,Ausência de reação do condutor,Céu Claro,2025-02-28,9
2025-02-28,09:05:00,116,89,TERESOPOLIS,RJ,Tombamento,Velocidade Incompatível,Céu Claro,2025-02-28,9
2025-02-28,10:10:00,101,162,MACAE,RJ,Colisão transversal,Demais falhas mecânicas ou elétricas,Céu Claro,2025-02-28,10
2025-02-28,10:00:00,101,86,JABOATAO DOS GUARARAPES,PE,Colisão transversal,Acessar a via sem observar a presença dos outros veículos,Nublado,2025-02-28,10
2025-02-28,10:50:00,470,"231,5",CARLOS BARBOSA,RS,Incêndio,Demais falhas mecânicas ou elétricas,Céu Claro,2025-02-28,10
2025-02-28,10:30:00,280,1,MAFRA,SC,Saída de leito carroçável,Problema com o freio,Céu Claro,2025-02-28,10
2025-02-28,11:00:00,369,359,MAMBORE,PR,Incêndio,Problema com o freio,Céu Claro,2025-02-28,11
2025-02-28,11:50:00,376,201,MANDAGUARI,PR,Colisão traseira,Ausência de reação do condutor,Céu Claro,2025-02-28,11
2025-02-28,07:00:00,392,"223,5",CACAPAVA DO SUL,RS,Saída de leito carroçável,Reação tardia ou ineficiente do condutor,Chuva,2025-02-28,7
2025-02-28,12:00:00,116,"42,8",VACARIA,RS,Colisão transversal,Acessar a via sem observar a presença dos outros veículos,Céu Claro,2025-02-28,12
2025-02-28,11:30:00,101,241,CONCEICAO DO ALMEIDA,BA,Colisão frontal,Ultrapassagem Indevida,Chuva,2025-02-28,11
2025-02-28,12:00:00,101,289,CARIACICA,ES,Engavetamento,Ausência de reação do condutor,Céu Claro,2025-02-28,12
2025-02-20,07:40:00,116,"153,8",CAXIAS DO SUL,RS,Tombamento,Manobra de mudança de faixa,Céu Claro,2025-02-20,7
2025-02-28,12:20:00,285,"182,3",CAPAO BONITO DO SUL,RS,Saída de leito carroçável,Curva acentuada,Sol,2025-02-28,12
2025-02-20,05:00:00,101,569,ARATACA,BA,Saída de leito carroçável,Velocidade Incompatível,Chuva,2025-02-20,5
2025-02-28,14:30:00,101,59,CAMPOS DOS GOYTACAZES,RJ,Atropelamento de Pedestre,Suicídio (presumido),Céu Claro,2025-02-28,14
2025-02-28,14:30:00,285,"293,9",PASSO FUNDO,RS,Derramamento de carga,Carga excessiva e/ou mal acondicionada,Nublado,2025-02-28,14
2025-02-28,10:30:00,364,"381,2",OURO PRETO DO OESTE,RO,Saída de leito carroçável,Reação tardia ou ineficiente do condutor,Céu Claro,2025-02-28,10
2025-01-24,07:30:00,251,"349,6",FRUTA DE LEITE,MG,Tombamento,Velocidade Incompatível,Céu Claro,2025-01-24,7
2025-02-28,15:40:00,262,481,CONTAGEM,MG,Tombamento,Velocidade Incompatível,Sol,2025-02-28,15
2025-02-28,11:20:00,101,121,ITAJAI,SC,Engavetamento,Reação tardia ou ineficiente do condutor,Céu Claro,2025-02-28,11
2025-02-28,10:40:00,364,99,VILHENA,RO,Colisão traseira,Ausência de reação do condutor,Céu Claro,2025-02-28,10
2025-02-28,12:20:00,116,165,JACAREI,SP,Colisão traseira,Reação tardia ou ineficiente do condutor,Céu Claro,2025-02-28,12
2025-02-28,16:50:00,381,"4,2",BETIM,MG,Colisão lateral mesmo sentido,Manobra de mudança de faixa,Céu Claro,2025-02-28,16
2025-02-28,17:20:00,381,41,ATIBAIA,SP,Colisão traseira,Ausência de reação do condutor,Céu Claro,2025-02-28,17
2025-02-28,04:15:00,101,"284,8",IMBITUBA,SC,Colisão traseira,Ausência de reação do condutor,Ignorado,2025-02-28,4
2025-02-27,11:10:00,116,"205,2",PONTE ALTA,SC,Colisão lateral sentido oposto,Ausência de reação do condutor,Céu Claro,2025-02-27,11
2025-02-28,16:00:00,376,"0,8",SAO JOSE DOS PINHAIS,PR,Colisão traseira,Manobra de mudança de faixa,Céu Claro,2025-02-28,16
2025-02-28,09:45:00,282,"409,9",CATANDUVAS,SC,Colisão transversal,Desrespeitar a preferência no cruzamento,Céu Claro,2025-02-28,9
2025-02-28,18:35:00,381,"913,8",CAMANDUCAIA,MG,Colisão lateral mesmo sentido,Ausência de reação do condutor,Céu Claro,2025-02-28,18
2025-02-28,19:15:00,381,67,ATIBAIA,SP,Colisão lateral mesmo sentido,Ausência de reação do condutor,Garoa/Chuvisco,2025-02-28,19
2025-02-28,17:30:00,155,239,ELDORADO DO CARAJAS,PA,Colisão traseira,Ausência de reação do condutor,Garoa/Chuvisco,2025-02-28,17
2025-02-28,19:00:00,153,"73,9",SAO JOSE DO RIO PRETO,SP,Colisão traseira,Manobra de mudança de faixa,Nublado,2025-02-28,19
2025-02-28,12:35:00,277,"363,3",GUARAPUAVA,PR,Colisão transversal,Conversão proibida,Céu Claro,2025-02-28,12
2025-02-28,19:00:00,40,111,DUQUE DE CAXIAS,RJ,Colisão traseira,Condutor deixou de manter distância do veículo da frente,Céu Claro,2025-02-28,19
2025-02-27,16:20:00,116,218,GUARULHOS,SP,Colisão lateral mesmo sentido,Ausência de reação do condutor,Nublado,2025-02-27,16
2025-02-28,20:35:00,101,"453,3",MIMOSO DO SUL,ES,Saída de leito carroçável,Condutor Dormindo,Céu Claro,2025-02-28,20
2025-02-28,21:10:00,116,10,COLOMBO,PR,Colisão traseira,Reação tardia ou ineficiente do condutor,Nublado,2025-02-28,21
2025-02-28,20:50:00,376,"301,5",MAUA DA SERRA,PR,Colisão traseira,Reação tardia ou ineficiente do condutor,Céu Claro,2025-02-28,20
2025-02-28,20:10:00,232,320,CUSTODIA,PE,Colisão frontal,Ultrapassagem Indevida,Céu Claro,2025-02-28,20
2025-02-28,16:45:00,364,199,JATAI,GO,Colisão lateral mesmo sentido,Condutor deixou de manter distância do veículo da frente,Céu Claro,2025-02-28,16
2025-02-28,21:50:00,285,456,IJUI,RS,Colisão transversal,Acessar a via sem observar a presença dos outros veículos,Nublado,2025-02-28,21
2025-02-28,19:26:00,60,42,ALEXANIA,GO,Colisão traseira,Condutor Dormindo,Céu Claro,2025-02-28,19
2025-02-28,22:18:00,116,299,SAO LOURENCO DA SERRA,SP,Colisão lateral mesmo sentido,Manobra de mudança de faixa,Céu Claro,2025-02-28,22
2025-02-28,20:00:00,135,67,SANTA RITA,MA,Colisão frontal,Transitar na contramão,Céu Claro,2025-02-28,20
2025-02-28,21:25:00,101,351,WENCESLAU GUIMARAES,BA,Colisão traseira,Reação tardia ou ineficiente do condutor,Nublado,2025-02-28,21
2025-02-28,22:50:00,101,"391,1",RIO NOVO DO SUL,ES,Tombamento,Ausência de reação do condutor,Céu Claro,2025-02-28,22
2025-03-01,01:18:00,101,"121,5",SOORETAMA,ES,Colisão frontal,Ultrapassagem Indevida,Chuva,2025-03-01,1
2025-02-28,20:20:00,116,"114,9",SANTA CECILIA,SC,Tombamento,Velocidade Incompatível,Céu Claro,2025-02-28,20
2025-02-28,16:00:00,174,543,COMODORO,MT,Colisão lateral sentido oposto,Mal súbito do condutor,Chuva,2025-02-28,16
2025-03-01,01:49:00,101,232,PALHOCA,SC,Colisão lateral mesmo sentido,Reação tardia ou ineficiente do condutor,Céu Claro,2025-03-01,1
2025-03-01,01:00:00,277,140,BALSA NOVA,PR,Engavetamento,Reação tardia ou ineficiente do condutor,Céu Claro,2025-03-01,1
2025-03-01,02:51:00,116,212,GUARULHOS,SP,Colisão traseira,Demais falhas mecânicas ou elétricas,Ignorado,2025-03-01,2
2025-02-28,22:35:00,277,"199,9",PALMEIRA,PR,Colisão lateral mesmo sentido,Reação tardia ou ineficiente do condutor,Nublado,2025-02-28,22
2025-03-01,05:00:00,381,"504,3",BETIM,MG,Colisão lateral mesmo sentido,Reação tardia ou ineficiente do condutor,Céu Claro,2025-03-01,5
2025-02-28,17:00:00,135,"607,1",CORRENTE,PI,Colisão frontal,Transitar na contramão,Céu Claro,2025-02-28,17
2025-03-01,03:00:00,343,70,BURITI DOS LOPES,PI,Colisão frontal,Ingestão de álcool pelo condutor,Céu Claro,2025-03-01,3
2025-03-01,02:30:00,316,"102,4",DOIS RIACHOS,AL,Atropelamento de Animal,Animais na Pista,Céu Claro,2025-03-01,2
2025-03-01,05:30:00,116,164,RUSSAS,CE,Colisão com objeto,Ausência de reação do condutor,Céu Claro,2025-03-01,5
2025-03-01,04:20:00,364,"196,4",PIMENTA BUENO,RO,Colisão traseira,Condutor Dormindo,Céu Claro,2025-03-01,4
2025-03-01,06:08:00,116,125,MAGE,RJ,Saída de leito carroçável,Condutor Dormindo,Sol,2025-03-01,6
2025-03-01,06:50:00,60,12,SANTO ANTONIO DO DESCOBERTO,GO,Colisão traseira,Reação tardia ou ineficiente do condutor,Sol,2025-03-01,6
2025-02-28,13:25:00,116,25,SAPUCAIA,RJ,Colisão transversal,Condutor usando celular,Sol,2025-02-28,13
2025-02-28,20:00:00,290,60,GRAVATAI,RS,Colisão lateral mesmo sentido,Ausência de reação do condutor,Céu Claro,2025-02-28,20
2025-02-28,00:00:00,364,493,JANGADA,MT,Saída de leito carroçável,Ausência de reação do condutor,Nevoeiro/Neblina,2025-02-28,0
2025-02-09,08:44:00,376,186,MARIALVA,PR,Colisão lateral mesmo sentido,Manobra de mudança de faixa,Céu Claro,2025-02-09,8
2025-03-01,07:30:00,116,"248,2",LAGES,SC,Colisão frontal,Reação tardia ou ineficiente do condutor,Céu Claro,2025-03-01,7
2025-03-01,07:40:00,101,399,RIO NOVO DO SUL,ES,Colisão lateral sentido oposto,Manobra de mudança de faixa,Céu Claro,2025-03-01,7
2025-03-01,07:50:00,101,"58,1",CAMPOS DOS GOYTACAZES,RJ,Colisão traseira,Condutor deixou de manter distância do veículo da frente,Céu Claro,2025-03-01,7
2025-03-01,08:30:00,381,"768,7",CAMPANHA,MG,Colisão lateral mesmo sentido,Manobra de mudança de faixa,Céu Claro,2025-03-01,8
2025-03-01,08:40:00,116,"147,8",CAXIAS DO SUL,RS,Colisão traseira,Ausência de reação do condutor,Céu Claro,2025-03-01,8
2025-03-01,10:15:00,392,315,SAO SEPE,RS,Saída de leito carroçável,Ausência de reação do condutor,Céu Claro,2025-03-01,10
2025-03-01,10:20:00,381,295,ANTONIO DIAS,MG,Tombamento,Acumulo de areia ou detritos sobre o pavimento,Céu Claro,2025-03-01,10
2025-03-01,12:20:00,40,"617,2",CONGONHAS,MG,Colisão traseira,Reação tardia ou ineficiente do condutor,Céu Claro,2025-03-01,12
